Unnamed: 0,City,State_x,Lat,Lng,Airport Name,Airport Address,Airport Rating,Airport Code,Cheapest_Outbound_Airfare,Cheapest_Return_Airfare,Hotel,Rating,State_y,Country,Price,location,name,rating,review_count
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,La Quinta Inn & Suites by Wyndham Dallas Downtown,3.0,TX,us,76.24,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Magnolia Hotel Dallas Downtown,4.0,TX,us,108.36,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Lorenzo Hotel,4.0,TX,us,159.2,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Hyatt Regency Dallas,4.0,TX,us,118.15,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Omni Dallas Hotel,4.5,TX,us,170.1,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Cozysuites Lovely Sky Pool in Dallas 2BR 2BA,4.0,TX,us,146.0,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,The Statler Dallas Curio Collection By Hilton,4.0,TX,us,142.12,Dallas,Katy Trail,4.5,215.0
8.0,Dallas,Texas,32.7766642,-96.7969879,Dallas/Fort Worth International Airport,"2400 Aviation Dr, DFW Airport",3.8,SJC,167.0,156.0,Fairmont Dallas,4.5,TX,us,94.37,Dallas,Katy Trail,4.5,215.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,@ Marbella Lane Triplex San Jose,3.5,CA,us,90.09,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Arena Hotel,3.0,CA,us,76.0,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Wyndham Garden San Jose Airport,3.0,CA,us,95.0,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Hotel Clariana,3.5,CA,us,111.2,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,"Country Inn & Suites by Radisson, San Jose International Airport, CA",3.0,CA,us,73.85,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Hyatt Place San Jose/Downtown,3.5,CA,us,92.65,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,@ Marbella Lane Duplex San Jose ,3.5,CA,us,153.25,San Jose,Mount Hermon Adventures,5.0,524.0
9.0,San Jose,California,37.3382082,-121.88632859999998,San Francisco International Airport,"798 E Atherton Dr, Manteca",4.1,SFO,114.0,72.0,Sunny Studio Near Downtown San Jose,3.5,CA,us,101.0,San Jose,Mount Hermon Adventures,5.0,524.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,Fairmont Austin,4.0,TX,us,104.0,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,The Stephen F Austin Royal Sonesta Hotel,4.0,TX,us,116.1,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,Omni Austin Hotel,4.0,TX,us,156.6,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,La Quinta Inn by Wyndham Austin Capitol / Downtown,2.5,TX,us,55.08,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,The LINE Austin,4.0,TX,us,178.74,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,Mint House SoCo Austin,3.5,TX,us,244.38,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,Holiday Inn Express & Suites Austin Downtown - University,2.5,TX,us,90.85,Austin,Lake Travis Zipline Adventures,5.0,590.0
10.0,Austin,Texas,30.267153000000004,-97.7430608,Austin-Bergstrom International Airport,"3600 Presidential Blvd, Austin",4.0,AUS,112.0,104.0,Extended Stay America Austin - Downtown - Town Lake,2.5,TX,us,71.99,Austin,Lake Travis Zipline Adventures,5.0,590.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Omni Jacksonville Hotel,4.0,FL,us,138.6,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,Extended Stay America - Jacksonville -Riverwalk -Conv Center,2.5,FL,us,89.99,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
11.0,Jacksonville,Florida,30.3321838,-81.655651,Jacksonville International Airport,"2400 Yankee Clipper Dr, Jacksonville",4.2,JAX,187.0,160.0,DoubleTree by Hilton Hotel Jacksonville Riverfront,3.5,FL,us,106.33,Jacksonville,Catty Shack Ranch Wildlife Sanctuary,5.0,122.0
